Status,Species name (Current accepted),"Authority, Year",Common Name,Species  (Previous names),Fauna,Kingdom,Phylum,Class,Order,Family,Genus,Species,Native_biogeog,Native_geog,Species name (First published),Reference (First published),Specific Page No. (First published),Date: yyyy (First published),Latitude (First published),Longitude (First published),Location (First published),Species name (First sighting),Reference (First sighting),Date: dd/mm/yyyy (First sighting),Year (First sighting),Latitude (First sighting),Longitude (First sighting),Location (First sighting),Introduction pathway,Introduction_mode,Introduction_all,"Introduction pathway 
Reference","Extinction 
(Y/N)",Year (Extinction),Extinction Reference,"Active removal
(Y/N)","Active removal 
Reference","References: Subsequent records (Surname, journal short form, vol(issue) (year) page)",Additional Remarks
Naturalised,Mytella strigata,"Hanley, 1843","Charru Mussel, American Mussel","Modiola strigata, Modiolus arciformis, Musculus lebourae, Musculus strigatus, Mytella charruana, Mytella falcata, Mytella maracaibensis, Mytilus charruanus, Mytilus falcatus, Mytilus mundahuensis, Mytilus sinuata, Mytilus strigatus, Volsella reevei",Marine,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytella,strigata,Multiple ,Panama | Argentina | Brazil and Venezuela (Tropical Eastern Pacific & Temperate South America),Mytella strigata,"Lim, J. Y., Tay, T. S., Lim, C. S., Lee, S. S. C., Teo, S. L.-M., & Tan, K. S. (2018). Mytella strigata (Bivalvia: Mytilidae): an alien mussel recently introduced to Singapore and spreading rapidly. Molluscan Research, 38(3), 170-186. https://doi.org/10.1080/13235818.2018.1423858",170–183,2018,1.4374330,103.7524130,Kranji intertidal mud bank,Mytella strigata,"Lim, J. Y., Tay, T. S., Lim, C. S., Lee, S. S. C., Teo, S. L.-M., & Tan, K. S. (2018). Mytella strigata (Bivalvia: Mytilidae): an alien mussel recently introduced to Singapore and spreading rapidly. Molluscan Research, 38(3), 170-186. https://doi.org/10.1080/13235818.2018.1423858",Mar-16,2016,1.4374330,103.7524130,Kranji intertidal mud bank,"With Singapore having one of the highest invasion risk among the world's posrts, it is likley that this species was introduced through human-mediated transportation, biofouling,",,Transport,"Lim, J. Y., Tay, T. S., Lim, C. S., Lee, S. S. C., Teo, S. L.-M., & Tan, K. S. (2018). Mytella strigata (Bivalvia: Mytilidae): an alien mussel recently introduced to Singapore and spreading rapidly. Molluscan Research, 38(3), 170-186. https://doi.org/10.1080/13235818.2018.1423858",N,,,Y,"Lim, C. S., Tay, T. S., Tan, K. S., & Teo, S. L.-M. (2020). Removal of larvae of two marine invasive bivalves, Mytilopsis sallei (Récluz, 1849) and Mytella strigata (Hanley, 1843), by water treatment processes. Marine Pollution Bulletin, 155, 111154. https://doi.org/10.1016/j.marpolbul.2020.111154 ","Sanpanich & Wells, BioInvasions Records, 8(2) (2019) 344, 350–353; Lim et al, Marine Pollution Bulletin, 155 (2020) 111154; Huang et al, BioInvasions Records, 10(2) (2021), 308–310",
Naturalised,Mytilopsis adamsi,"Morrison, 1946",False mussel,"Mytilopsis allyneana, Mytilopsis zeteki, Mytilus perviridis, (misidentified as) Mytilopsis sallei",Marine,Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Mytilopsis ,adamsi,Tropical Eastern Pacific,Tropical West Pacific coast of Central America,Mytilopsis,"Tan, L. W. H., & Ng, P. K. L. (1988). A guide to seashore life. Singapore Science Centre. ",68,1988,,,Singapore,Mytilopsis,"Tan, L. W. H., & Ng, P. K. L. (1988). A guide to seashore life. Singapore Science Centre. ",1988,1988, , ,Singapore,"Likley through human-meditated transports (increased trans-oceanic vessel traffic), and the aquarium trade",,Transport | Pet trade,"Tan, K. S., & Morton, B. (2006). The invasive caribbean bivalve Mytilopsis sallei (Dreissenidae) introduced to Singapore and Johor Bahru, Malaysia. The Raffles Bulletin of Zoology, 54(2), 429-434. ",N,,,Y,"Lim, C. S., Tay, T. S., Tan, K. S., & Teo, S. L.-M. (2020). Removal of larvae of two marine invasive bivalves, Mytilopsis sallei (Récluz, 1849) and Mytella strigata (Hanley, 1843), by water treatment processes. Marine Pollution Bulletin, 155, 111154. https://doi.org/10.1016/j.marpolbul.2020.111154","Chan, The Papustyla, 11(1) (1997) 1–3; Sachidhanandam & Chou, (as Mytilopsis sallei) Raffles Bull. Zool., 44(2) (1996) 509, 515, 527; Ng & Sivasothi, (as Mytilopsis sallei) A Guide to the Mangroves of Singapore II (1999); Tan & Chou, (as Mytilopsis sallei) A Guide to the Common Seashells of Singapore (2000); Maassen, De Kreukel, Extra Editie (2001); Goh et al, (as Mytilopsis sallei) A Guide to Urban Creatures (2002) 114, 148; Tan & Morton, (as Mytilopsis sallei) Raffles Bull. Zool., 54 (2) 429–433; Tan & Woo, A Preliminary Checklist of the Molluscs of Singapore (2010) 16; Tan & Tay, (as Mytilopsis sallei) AJSTD, 35(1–2) (2018) 133–136; Lim et al, (as Mytilopsis sallei) Marine Pollution Bulletin, 155 (2020) 111154",
Naturalised,Pilsbryoconcha exilis,"Lea, 1838",Freshwater asian gold clam,"Anodon gracilis, Anodon kelletii, Anodon politus, Anodonta exilis, Anodonta laminata, Anodonta polita, Anodonta sempervivens, Monocondylaea compressa, Monocondyloea compressa, Pilsbryoconcha exilis exilis",Freshwater,Animalia,Mollusca,Bivalvia ,Unionida,Unionidae,Pilsbryoconcha,exilis,Indomalayan,Southeast Asia,Pilsbryoconcha exilis,"Clements, R., Koh, L. P., Lee, T. M., Meier, R., & Li, D. (2006). Importance of reservoirs for the conservation of freshwater molluscs in a tropical urban landscape. Biological Conservation, 128(1), 136-146. https://doi.org/10.1016/j.biocon.2005.09.023 ",144,2006,,,Singapore,Pilsbryoconcha exilis,"Clements, R., Koh, L. P., Lee, T. M., Meier, R., & Li, D. (2006). Importance of reservoirs for the conservation of freshwater molluscs in a tropical urban landscape. Biological Conservation, 128(1), 136-146. https://doi.org/10.1016/j.biocon.2005.09.023 ",2006,2006, , ,Singapore,Ornamental pet trade ,,Pet trade,"Ng, T. H., Tan, S. K., Wong, W. H., Meier, R., Chan, S.-Y., Tan, H. H., & Yeo, D. C. J. (2016). Molluscs for Sale: Assessment of Freshwater Gastropods and Bivalves in the Ornamental Pet Trade. PLoS One, 11(8), e0161130. https://doi.org/10.1371/journal.pone.0161130",N,,,N,,"Tan & Woo, A Preliminary Checklist of the Molluscs of Singapore (2010) 10; Yeo & Chia, COSMOS, 6(1) (2010) 32; Ng et al, PLoS ONE 11(8) (2016) 4, 5, 7, 9, 10, 11, 13",
Naturalised,Byssogerdius striatulus,"Hanley, 1843",,"Brachidontes granolirata, Brachidontes granoliratus, Brachidontes striatulus, Brachydontes emarginatus, Gregariella striatula, Modiola celator, Modiola emarginatus, Modiola granolirata, Modiola striatula, Modiolus striatulus",Marine,Animalia,Mollusca ,Bivalvia ,Mytilida ,Mytilidae ,Byssogerdius,striatulus,Multiple,"East Africa through to Indonesia and northern Australia (mentioned as distribution, unknown if native range)",Brachidontes striatulus,"Morton, B., & Tan, K. S. (2006). Brachidontes striatulus (Bivalvia: Mytilidae) introduced into Singapore. The Raffles Bulletin of Zoology, 54(2), 435-439.",435-438,2006,1.3062663,103.8634689,Rochor Canal,Brachidontes striatulus,"Morton, B., & Tan, K. S. (2006). Brachidontes striatulus (Bivalvia: Mytilidae) introduced into Singapore. The Raffles Bulletin of Zoology, 54(2), 435-439.",2000,2000,1.3062663,103.8634689,Rochor Canal,"Ballast water discharge from a commercial vessel probably originating from a harbour in the Bay of Bengal, India in view of the extensive trade between that country and Singapore",,Transport,"Morton, B., & Tan, K. S. (2006). Brachidontes striatulus (Bivalvia: Mytilidae) introduced into Singapore. The Raffles Bulletin of Zoology, 54(2), 435-439.",N,,,N,,"Tan & Woo, A Preliminary Checklist of the Molluscs of Singapore (2010) 5; Tan et al, Phuket mar. biol. Cent. Res. Bull, 78 (2021) 81, 87, 88, 90–96, 100–103",
Naturalised,Potamotrygon motoro,"Müller and Henle, 1841","Ocellate River Stringray, Black River Stingray, South American Freshwater Stingray","Potamotrygon laticeps, Paratrygon laticeps",Freshwater,Animalia,Chordata ,Chondrichthyes,Myliobatiformes,Potamotrygonidae,Potamotrygon,motoro,Neotropic,South America,Potamotrygon motoro,"Baker, N., & Lim, K. (2008). Wild Animals of Singapore: A Photographic Guide to Mammals, Reptiles, Amphibians and Freshwater Fishes (1st ed.). Draco Publishing and Distribution Pte. Ltd. Nature Society (Singapore). 180 pp.",164,2008,,,Singapore,Potamotrygon motoro,"Ng, H. H., Tan, H. H., Yeo, D. C. J., & Ng, P. K. L. (2010). Stingers in a strange land: South American freshwater stingrays (Potamotrygonidae) in Singapore. Biological Invasions, 12(8), 2385-2388. https://doi.org/10.1007/s10530-009-9663-5",Apr-06,2006,1.4006460,103.7998920,Upper Seletar Reservoir ,"Unwanted pets discarded from the aquarium trade, or had been intentionally released",,Pet trade,"Ng, H. H., Tan, H. H., Yeo, D. C. J., & Ng, P. K. L. (2010). Stingers in a strange land: South American freshwater stingrays (Potamotrygonidae) in Singapore. Biological Invasions, 12(8), 2385-2388. https://doi.org/10.1007/s10530-009-9663-5",N,,,N,,"Baker and Lim, Wild Animals of Singapore 2nd Edition (2012) 164; Ng et al, Biol. Invasions, 12(8) (2010) 2385–2387; Ng & Tan, Cosmos 6(1) (2010) 96, 97; Chua, Rainforest in a City (2015); Lai, Singapore Biodiversity Records, 2015 (2015) 75; Tan & Zeng, Singapore Biodiversity Records, 2015 (2015) 141; Ho et al, A Guide to the Freshwater Fauna of Nee Soon Swamp Forest (2016) 42; Tan & Tan, Singapore Biodiversity Records, 2018 (2018) 51–52; Tan et al, Raffles Bull. Zool., 68 (2020) 151, 152, 189",
Naturalised,Amynthas gracilis,"Kinberg, 1866",Chinese Jumper,"Nitocris gracilis, Perichaeta hawayana, Perichaeta bermudensis, Perichaeta barbadensis, Perichaeta pallida, Perichaeta mandhorensis, Amyntas mandhorensis, Amyntas hawayanus, Pheretima hawayana, Pheretima mandhorensis, Pheretima hawayana, Pheretima hawayana var. typica, Amynthas hawayanus, Amynthas gracilis",Terrestrial,Animalia,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,gracilis,Palearctic,East Asia,Pheretima hawayana,"Gates, G. E. (1972). Burmese earthworms: an introduction to the systematics and biology of megadrile oligochaetes with special reference to Southeast Asia. Transactions of the American Philosophical Society, 62(7), 1–326. ",189–190,1972,,,Singapore,Pheretima hawayana,"Gates, G. E. (1972). Burmese earthworms: an introduction to the systematics and biology of megadrile oligochaetes with special reference to Southeast Asia. Transactions of the American Philosophical Society, 62(7), 1–326. ",1972,1972, , ,Singapore,,,,,N,,,N,,"Eaton, (present in Southeast Asia) N. Z. J. Zool., 11 (1984) 118; Shen & Yeo, Raffles Bull. Zool., 53(1) (2005) 13–15, 21, 30–31",
Naturalised,Amynthas minimus,"Horst, 1893",,"Perichaeta minima, Perichaeta pusilla, Amyntas minimus, Amyntas pusillus, Pheretima minima, Pheretima enchytraeoides, Pheretima humilis, Amynthas minimus",Terrestrial,Animalia,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,minimus,Palearctic,East Asia,Amynthas minimus,"Shen, H.-P., & Yeo, D. C. J. (2005). Terrestrial Earthworms (Oligochaeta) from Singapore. The Raffles Bulletin of Zoology, 2005(1), 13-33. ","13–15, 21–24, 30–31",2005,1.2966000,103.7764000,Kent Ridge Campus of National University of Singapore,Amynthas minimus,"Shen, H.-P., & Yeo, D. C. J. (2005). Terrestrial Earthworms (Oligochaeta) from Singapore. The Raffles Bulletin of Zoology, 2005(1), 13-33. ",6/3/2003,2003,1.2966000,103.7764000,Kent Ridge Campus of National University of Singapore,Transported by man as ecidenced by its presence in flower pots,,Agricultural trade,"Shen, H.-P., & Yeo, D. C. J. (2005). Terrestrial Earthworms (Oligochaeta) from Singapore. The Raffles Bulletin of Zoology, 2005(1), 13-33. ",N,,,N,,NA,This species is by far the smallest pheretimoid earthworm recorded in Singapore (Shen & Yeo 2005)
Naturalised,Dichogaster saliens,"Beddard, 1892",Earthworm,Dichogaster crawi,Terrestrial,Animalia,Annelida,Clitellata,Opisthopora ,Acanthodrilidae ,Dichogaster,saliens,Afrotropic,Africa,Dichogaster saliens,"Gates, G. E. (1935). On Some Earthworms from East Perak and Christmas Island. Bulletin of the Raffles Museum, 10, 80-95.",93,1935,,,Singapore,Dichogaster saliens,"Gates, G. E. (1935). On Some Earthworms from East Perak and Christmas Island. Bulletin of the Raffles Museum, 10, 80-95.",1935,1935, , ,Singapore,,,,,N,,,N,,"Shen & Yeo, Raffles Bull. Zool., 53(1) (2005) 13, 14, 15, 30, 31; Yeo & Chia, COSMOS, 6(1) (2010) 32",
Naturalised,Ocnerodrilus occidentalis,"Eisen, 1878",,"Ocnerodrilus calwoodi, Ocnerodrilus tenellulus, Ocnerodrilus occidentalis arizonae, Ocnerodrilus occidentalis sinensis",Terrestrial,Animalia,Annelida,Clitellata,Opisthopora,Ocnerodrilidae,Ocnerodrilus,occidentalis,Origin unknown,Origin unknown,Ocnerodrilus occidentalis,"Gates, G. E. (1935). On Some Earthworms from East Perak and Christmas Island. Bulletin of the Raffles Museum, 10, 80-95.",93,1935,,,Singapore,Ocnerodrilus occidentalis,"Gates, G. E. (1935). On Some Earthworms from East Perak and Christmas Island. Bulletin of the Raffles Museum, 10, 80-95.",1935,1935, , ,Singapore,,,,,N,,,N,,"Shen & Yeo, Raffles Bull. Zool., 53(1) (2005) 13, 14, 15, 30, 31; Yeo & Chia, COSMOS, 6(1) (2010) 32",
Naturalised,Polypheretima taprobanae,"Beddard, 1892",,"Perichaeta taprobanae, Perichaeta pauli, Amyntas taprobanae, Pheretima taprobanae, Pheretima taprobanae var. pauli, Metapheretima taprobanae, Metapheretima pauli, Polypheretima taprobanae",Terrestrial,Animalia,Annelida,Clitellata,Opisthopora,Megascolecoidea,Polypheretima,taprobanae,Origin unknown,Origin unknown,Polypheretima taprobanae,"Shen, H.-P., & Yeo, D. C. J. (2005). Terrestrial Earthworms (Oligochaeta) from Singapore. The Raffles Bulletin of Zoology, 53(1), 13-33.","13, 14, 15, 27, 28, 30, 31",2005,1.3138000,103.8159000,"Singapore Botanic Gardens Jungle, under a fallen log",Polypheretima taprobanae,"Shen, H.-P., & Yeo, D. C. J. (2005). Terrestrial Earthworms (Oligochaeta) from Singapore. The Raffles Bulletin of Zoology, 53(1), 13-33.",11/3/2003,2003,1.3138000,103.8159000,"Singapore Botanic Gardens Jungle, under a fallen log",,,,,N,,,N,,NA,
Naturalised,Pontoscolex corethrurus,"Müller, 1856",,"Lumbricus corethrurus, Urochaeta hystrix, Urochaeta dubia, Urochaeta corethrura, Pontoscolex arenicola, Pontoscolex corethrurus, Pontoscolex hawaiensis",Terrestrial,Animalia,Annelida,Clitellata,Opisthopora,Rhinodrilidae,Pontoscolex,corethrurus,Neotropic,South America,Pontoscolex,"Horst, R. (1893). Earthworms from the Malay Archipelago. In M. Weber (Ed.), Zoologische Ergebnisse einer Reise in Niederländisch Ost-Indien (Vol. 3, pp. 28–77). ",51,1893,,,Singapore,Pontoscolex corethrurus,"Michaelsen, W. (1897). Die Terricolen des Madagassischen Inselgebiets. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft, 21, 218–252. ",1897,1897, , ,Singapore,"Human-mediated transportation, possibly accelerated by the introduction of Para Rubber",,Agricultural trade,"Shen, H.-P., & Yeo, D. C. J. (2005). Terrestrial Earthworms (Oligochaeta) from Singapore. The Raffles Bulletin of Zoology, 53(1), 13-33.",N,,,N,,"Michaelsen, Abh. Senckenberg. Naturf. Ges., 21 (1897) 250; Michaelsen, Das Tierreich, 10 (1900) 425, 426; Gates, Ann. Mag. Nat. Hist., 17(101) (1926) 472, 473; Gates, JBNHS, 31 (1926) 183, 184; Gates, Raffles Bull. Zool., 13 (1937) 197; Gates, (in Malay Peninsula, no mention of Singapore) Trans. Am. Philos. Soc., 62(7) (1972) 54–58; Gates, Bulletin of Tall Timbers Research Station, 14 (1973); Shen & Yeo, Raffles Bull. Zool., 53(1) (2005) 13, 14, 15, 16, 30, 31",
Naturalised,Gymnodinium catenatum,"Graham, 1943",,,Marine,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,Multiple,Temperate Waters,Gymnodinium catenatum,"Holmes, M. J., & Teo, S. L. M. (2002). Toxic marine dinoflagellates in Singapore waters that cause seafood poisonings. Clinical and Experimental Pharmacology and Physiology, 29(9), 829-836. https://doi.org/10.1046/j.1440-1681.2002.03724.x ","831, 832",2002,,,Singapore,Gymnodinium catenatum,"Holmes, M. J., Bolch, C. J. S., Green, D. H., Cembella, A. D., & Teo, S. L. M. (2002). Singapore Isolates of the Dinoflagellate Gymnodinium catenatum (Dinophyceae) Produce a Unique Profile of Paralytic Shellfish Poisoning Toxins. Journal of Phycology, 38(1), 96-106. https://doi.org/10.1046/j.1529-8817.2002.01153.x",30/4/1999,1999,1.3035000,103.7243000,Western Singapore Port,Global spread of species via their translocation through the ballast water of ships,,Transport,"Jaafar, Z., Yeo, D. C. J., Tan, H. H., & O’Riordan, R. M. (2012). Status of Estuarine and Marine Non-Indigenous Species in Singapore. The Raffles Bulletin of Zoology, 79–92. ",N,,,N,,"Holmes et al, J. Phycol., 38(1) (2002) 96–106; Puthia et al, Sustainability Matters (2010) 290, 291, 294; Jaafar et al, Raffles Bull. Zool., Supplement No. 25 (2012) 81",
Naturalised,Gymnodinium impudicum,"Gert Hansen & Moestrup, 2000", ,Gyrodinium impudicum,Marine,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,impudicum,Multiple,Temperate Waters,Gymnodinium impudicum,"Holmes, M. J., & Teo, S. L. M. (2002). Toxic marine dinoflagellates in Singapore waters that cause seafood poisonings. Clinical and Experimental Pharmacology and Physiology, 29(9), 829-836. https://doi.org/10.1046/j.1440-1681.2002.03724.x ",831,2002,,,Singapore,Gymnodinium impudicum,"Holmes, M. J., & Teo, S. L. M. (2002). Toxic marine dinoflagellates in Singapore waters that cause seafood poisonings. Clinical and Experimental Pharmacology and Physiology, 29(9), 829-836. https://doi.org/10.1046/j.1440-1681.2002.03724.x",2000,2000, , ,Singapore,Shipping-related activities,,Transport,"Jaafar, Z., Yeo, D. C. J., Tan, H. H., & O’Riordan, R. M. (2012). Status of Estuarine and Marine Non-Indigenous Species in Singapore. The Raffles Bulletin of Zoology, 79-92.",N,,,N,,"Puthia et al, Sustainability Matters (2010) 291; Jaafar et al, Raffles Bull. Zool., Supplement No. 25 (2012) 81",
Naturalised,Chondromorpha xanthotricha,"Attems, 1898",,,Terrestrial,Animalia,Arthropoda,Diplopoda ,Polydesmida ,Paradoxosomatidae,Chondromorpha,xanthotricha,Indomalayan,Southern India and Ceylon,Chondromorpha xanthotricha,"Decker, P., & Tertilt, T. (2012). First records of two introduced millipedes Anoplodesmus saussurii and Chondromorpha xanthotricha (Diplopoda: Polydesmida: Paradoxosomatidae) in Singapore. Nature in Singapore, 5, 141-149. ","141, 145–148",2012,1.4531839,103.7802799,Woodlands Waterfront Park,Chondromorpha xanthotricha,"Decker, P., & Tertilt, T. (2012). First records of two introduced millipedes Anoplodesmus saussurii and Chondromorpha xanthotricha (Diplopoda: Polydesmida: Paradoxosomatidae) in Singapore. Nature in Singapore, 5, 141-149. ",10/5/2011,2011,1.4531839,103.7802799,Woodlands Waterfront Park,Horticulture imports: Generally introduced within the root material of plants,,,"Decker, P., & Tertilt, T. (2012). First records of two introduced millipedes Anoplodesmus saussurii and Chondromorpha xanthotricha (Diplopoda: Polydesmida: Paradoxosomatidae) in Singapore. Nature in Singapore, 5, 141-149. ",N,,,N,,"Decker, Annotated checklist of the Millipedes (Diplopoda) and Centipedes (Chilopoda) of Singapore (2013) 2, 11; Chua, Singapore Biodiversity Records, 2015 (2015) 70",
Naturalised,Amerianna carinata,"Adams, 1861",Carinate Pouch Snail,Physa (Ameria) Carinata ,Freshwater,Animalia,Mollusca,Gastropoda,Lymnaeida,Planorbidae,Amerianna,carinata,Australasia,Australia,Amerianna carinata,"Clements, R., Koh, L. P., Lee, T. M., Meier, R., & Li, D. (2006). Importance of reservoirs for the conservation of freshwater molluscs in a tropical urban landscape. Biological Conservation, 128(1), 136-146. https://doi.org/10.1016/j.biocon.2005.09.023 ",144,2006,,,Singapore,Amerianna carinata,"Clements, R., Koh, L. P., Lee, T. M., Meier, R., & Li, D. (2006). Importance of reservoirs for the conservation of freshwater molluscs in a tropical urban landscape. Biological Conservation, 128(1), 136-146. https://doi.org/10.1016/j.biocon.2005.09.023 ",2002,2002, , ,Singapore,,,,,N,,,N,,"Tan & Woo, A Preliminary Checklist of the Molluscs of Singapore (2010) 61; Tan et al, Singapore Biodiversity Records, 2016 (2016) 186; Ng et al, PLoS ONE, 11(8) (2016) 4, 5, 7, 8, 9",
Naturalised,Filopaludina martensi,"Frauenfeld, 1864","Marten's Mystery Snail, White Wizard Snail, White Miracle Snail","Filopaludina (Siamopaludina) martensi, Filopaludina martensi lurida, Paludina cingulata, Paludina lurida, Paludina martensi, Vivipara martensiana",Freshwater,Animalia,Mollusca,Gastropoda,Architaenioglossa,Viviparidae ,Filopaludina ,martensi,Indomalayan,Cambodia | Indonesia | Laos | Malaysia | Thailand | Viet Nam,Filopaludina javanica,"Chan, S. Y. (1996). Some freshwater gastropods of Singapore. of Sea and Shore, 18(4), 184–187. ",,1996,,,,,,,,,,,,,,,N,,,N,,"Clements et al, Biol. Conserv., 128(1) (2006) 141, 144; Tan & Woo, A Preliminary Checklist of the Molluscs of Singapore (2010) 28; Tan et al, Singapore Biodiversity Records, 2016 (2016) 186",
Naturalised,Filopaludina sumatrensis,"Dunker, 1852",,"Bellamya sumatrensis, Filopaludina (Filopaludina) sumatrensis, Paludina sumatrensis",Freshwater,Animalia,Mollusca,Gastropoda,Architaenioglossa,Viviparidae ,Filopaludina,sumatrensis,Indomalayan,Thailand,Filopaludina sumatrensis peninsularis,"Chan, S. Y. (1996). Some freshwater gastropods of Singapore. Of Sea and Shore, 18(4), 184–187. ",,1996,,,,,,,,,,,,,,,N,,,N,,"Clements et al, (as Filopaludina peninsularis) Biol. Conserv., 128(1) (2006) 144; Tan & Woo, (as Filopaludina sumatrensis peninsularis & Filopaludina sumatrensis polygramma) A Preliminary Checklist of the Molluscs of Singapore (2010) 28; Tan et al, (as Filopaludina sumatrensis polygramma) Singapore Biodiversity Records, 2016 (2016) 186, 189; Tan & Tan, (as Filopaludina sumatrensis peninsularis) Singapore Biodiversity Records, 2018 (2018) 51, 52; Tan, Singapore Biodiversity Records, 2019 (2019) 160, 162",
Naturalised,Gyraulus convexiusculus,"Hutton, 1849",Little Ramshorn,"Planorbis convexiusculus, Planorbis compessus, Planorbis saigonensis, Planorbis turbinellus",Freshwater,Animalia,Mollusca,Gastropoda,Basommatophora,Planorbidae ,Gyraulus,convexiusculus,Indomalayan,South Asia | Southeast Asia,Gyraulus convexiusculus,"Ng, P. K. L. (1991). A Guide to Freshwater Life in Singapore. Singapore Science Centre. ",126,1992,,,Singapore,Gyraulus convexiusculus,"Ng, P. K. L. (1991). A Guide to Freshwater Life in Singapore. Singapore Science Centre. ",1992,1992, , ,Singapore,,,,,N,,,N,,"Clements et al, Biol. Conserv., 128(1) (2006) 144; Tan & Woo, A Preliminary Checklist of the Molluscs of Singapore (2010) 61; Tan et al, Singapore Biodiversity Records, 2016 (2016) 186, 189",
Naturalised,Indoplanorbis exustus,"Deshayes, 1833",Ramshorn,"Planorbis brunneus, Planorbis circumspissus, Planorbis coromandelicus, Planorbis eburneus, Planorbis exustus, Planorbis hindu, Planorbis indicus, Planorbis indicus var. zonatus, Planorbis merguiensis, Planorbis modicus, Planorbis orientalis, Planorbis zebrinus, Planorbis zonatus",Freshwater,Animalia,Mollusca,Gastropoda,Hygrophila ,Bulinidae,Indoplanorbis,exustus,Indomalayan,South Asia | Southeast Asia,Indoplanorbis exustus,"Ng, P. K. L. (1991). A Guide to Freshwater Life in Singapore. Singapore Science Centre. ",126,1992,,,Singapore,Indoplanorbis exustus,"Ng, P. K. L. (1991). A Guide to Freshwater Life in Singapore. Singapore Science Centre. ",1992,1992, , ,Singapore,,,,,N,,,N,,"Chou et al, A first look at Biodiversity in Singapore (1994) 77; Maassen, De Kreukel, 2001 (2001); Clements et al, Biol. Conserv., 128(1) (2006) 144; Tan & Woo, A Preliminary Checklist of the Molluscs of Singapore (2010) 61; Tan et al, Singapore Biodiversity Records, 2016 (2016) 186, 189",
Naturalised,Physella acuta,"Draparnaud, 1805","Acute Bladder Snail, European Physa","Physa acuta, Physastra sumatrana, Stenophysa spathidophallus",Freshwater,Animalia,Mollusca,Gastropoda,Basommatophora,Physidae,Physella ,acuta,Nearctic,North America,Physastra sumatrana,"Clements, R., Koh, L. P., Lee, T. M., Meier, R., & Li, D. (2006). Importance of reservoirs for the conservation of freshwater molluscs in a tropical urban landscape. Biological Conservation, 128(1), 136-146. https://doi.org/10.1016/j.biocon.2005.09.023 ",144,2006,,,Singapore,Physella acuta,"Ng, T. H., Tan, S. K., & Yeo, D. C. J. (2015). Clarifying the identity of the long-established, globally-invasive Physa acuta Draparnaud, 1805 (Gastropoda: Physidae) in Singapore. BioInvasions Records, 4(3), 189–194. https://doi.org/10.3391/bir.2015.4.3.06 ",mid 1980s,1985, , ,Singapore,"Ornamental aquarium trade, specifically aquatic plants",,,"Ng, T. H., Tan, S. K., & Yeo, D. C. J. (2015). Clarifying the identity of the long-established, globally-invasive Physa acuta Draparnaud, 1805 (Gastropoda: Physidae) in Singapore. BioInvasions Records, 4(3), 189–194. https://doi.org/10.3391/bir.2015.4.3.06 ",N,,,N,,"Clements et al, (as Physastra sumatrana) Biol. Conserv., 128(1) (2006) 144; Blakely et al, (as Physidae or Physa) An illustrated guide to the freshwater macroinvertebrates of Singapore (2010) 22; Tan & Woo, (as Physastra sumatrana) A Preliminary Checklist of the Molluscs of Singapore (2010) 62; Tan et al, (as Physastra sumatrana) A Guide to Snails and Other Non-Marine Mollucs of Singapore (2012) 39, 143, 149; Ng & Tan, (as Stenophysa spathidophallus) Singapore Biodiversity Records, 2013 (2013) 17; Ng et al, Bioinvasions Rec., 4(3) (2015) 189–193; Tan et al, Singapore Biodiversity Records, 2016 (2016) 186; Tan et al, Singapore Biodiversity Records, 2017 (2017) 7, 9; Tan, Singapore Biodiversity Records, 2019 (2019) 160, 162",
